"mie","miename"
"https://identifiers.org/aop.events/239","Activation, Pregnane-X receptor, NR1l2"
"https://identifiers.org/aop.events/239","Activation, Pregnane-X receptor, NR1l2"
"https://identifiers.org/aop.events/239","Activation, Pregnane-X receptor, NR1l2"
"https://identifiers.org/aop.events/239","Activation, Pregnane-X receptor, NR1l2"
"https://identifiers.org/aop.events/244","Alkylation, Protein"
"https://identifiers.org/aop.events/244","Alkylation, Protein"
"https://identifiers.org/aop.events/245","Activation, PXR/SXR"
"https://identifiers.org/aop.events/245","Activation, PXR/SXR"
"https://identifiers.org/aop.events/294","N/A, Unknown"
"https://identifiers.org/aop.events/388","Overactivation, NMDARs"
"https://identifiers.org/aop.events/456","Suppression, Constitutive androstane receptor, NR1l3"
"https://identifiers.org/aop.events/46","Accumulation, Biological membranes"
"https://identifiers.org/aop.events/461","Suppression, HNF4alpha"
"https://identifiers.org/aop.events/468","Inhibition, PPAR alpha"
"https://identifiers.org/aop.events/478","Activation, NRF2"
"https://identifiers.org/aop.events/479","Activation, NR1H4"
"https://identifiers.org/aop.events/486","systemic inflammation leading to hepatic steatosis"
"https://identifiers.org/aop.events/494","Glucocorticoid Receptor Agonist, Activation"
"https://identifiers.org/aop.events/526","Inhibition, Inhibition of Dopamine-beta-hydroxylase"
"https://identifiers.org/aop.events/559","Activation, Nicotinic acetylcholine receptor"
"https://identifiers.org/aop.events/559","Activation, Nicotinic acetylcholine receptor"
"https://identifiers.org/aop.events/559","Activation, Nicotinic acetylcholine receptor"
"https://identifiers.org/aop.events/559","Activation, Nicotinic acetylcholine receptor"
"https://identifiers.org/aop.events/559","Activation, Nicotinic acetylcholine receptor"
"https://identifiers.org/aop.events/559","Activation, Nicotinic acetylcholine receptor"
"https://identifiers.org/aop.events/559","Activation, Nicotinic acetylcholine receptor"
"https://identifiers.org/aop.events/559","Activation, Nicotinic acetylcholine receptor"
"https://identifiers.org/aop.events/559","Activation, Nicotinic acetylcholine receptor"
"https://identifiers.org/aop.events/598","modulation, sodium channel"
"https://identifiers.org/aop.events/638","Antagonism, Histamine Receptor (H2)"
"https://identifiers.org/aop.events/640","Decreased steroidogenesis, Proteomic alterations in the adult Leydig cell"
"https://identifiers.org/aop.events/642","Decreased Cholesterol, Decreased De Novo Biosynthesis of Choleseterol"
"https://identifiers.org/aop.events/643","Decreased Cholesterol, Decreased Uptake of Lipoproteins"
"https://identifiers.org/aop.events/644","Decreased Cholesterol, Decreased Transport of Cholesterol to the Inner Mitochondrial Membrane"
"https://identifiers.org/aop.events/650","Stimulation of adult Leydig cells via the Adrenal Corticosterone, Increased Glucocorticoid"
"https://identifiers.org/aop.events/653","Decreased testosterone by the fetal Leydig cells, Increased corticosterone"
"https://identifiers.org/aop.events/654","Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists"
"https://identifiers.org/aop.events/658","Decreased testosterone by the fetal Leydig cells, Increased estradiol"
"https://identifiers.org/aop.events/659","Decreased testosterone by the fetal Leydig cells, Activation by other estradiol agonists"
"https://identifiers.org/aop.events/661","Decreased testosterone by the fetal Leydig cells, Alterations in the fetal testis proteome"
"https://identifiers.org/aop.events/662","Decreased testosterone by the fetal Leydig cells, Hypermethylation in the fetal testis"
"https://identifiers.org/aop.events/697","impaired, ion channels"
"https://identifiers.org/aop.events/714","Increased, Binding of chemicals to 2u (serum)"
"https://identifiers.org/aop.events/724","Inhibition, Pyruvate dehydrogenase kinase (PDK) enzyme"
"https://identifiers.org/aop.events/746","Increase, Dopaminergic activity"
"https://identifiers.org/aop.events/760","Activation, Glutamate-gated chloride channel"
"https://identifiers.org/aop.events/762","Activation, ionotropic GABA Receptor chloride channel"
"https://identifiers.org/aop.events/766","Inhibition, 4-hydroxyphenyl-pyruvate dioxygenase (HPPD) enzyme"
"https://identifiers.org/aop.events/770","Increase, Cytotoxicity (club cells)"
"https://identifiers.org/aop.events/780","Increase, Cytotoxicity (epithelial cells)"
"https://identifiers.org/aop.events/783","Increase, Cytotoxicity (tubular epithelial cells)"
"https://identifiers.org/aop.events/786","Increase, Cytotoxicity (hepatocytes)"
"https://identifiers.org/aop.events/793","Increase, Urinary bladder calculi"
"https://identifiers.org/aop.events/798","Inhibition, Prolyl hydroxylases"
"https://identifiers.org/aop.events/801","modulation, Unknown"
"https://identifiers.org/aop.events/804","Inhibition, HMG-CoA reductase"
"https://identifiers.org/aop.events/828","Inhibition, Phospholipase A"
"https://identifiers.org/aop.events/849","Inhibition, Antgonism of NE receptor"
"https://identifiers.org/aop.events/867","Decrease, Intracellular pH"
"https://identifiers.org/aop.events/9","Activation, 5HT2c"
"https://identifiers.org/aop.events/926","Oxidation, Glutathione (To be considered with MIE)"
"https://identifiers.org/aop.events/964","Inhibition of Aromatase Enzyme, Chemical exposure during critical window of estrous cycle between diestrus 2 and proestrus inhibits aromatase conversion of testosterone to estradiol"
"https://identifiers.org/aop.events/2250","17β-Hydroxysteroid dehydrogenase 2, inhibition"
"https://identifiers.org/aop.events/2262","Neuropathy target esterase, inhibited"
"https://identifiers.org/aop.events/2262","Neuropathy target esterase, inhibited"
"https://identifiers.org/aop.events/2309","Decreased DNA methylation of FAM50B/PTCHD3"
"https://identifiers.org/aop.events/2201","Agonism, Retinoic acid receptor"
"https://identifiers.org/aop.events/2201","Agonism, Retinoic acid receptor"
"https://identifiers.org/aop.events/2201","Agonism, Retinoic acid receptor"
"https://identifiers.org/aop.events/2205","Increased, essential element imbalance"
"https://identifiers.org/aop.events/2216","Binding of antagonist to thyroid hormone receptor"
"https://identifiers.org/aop.events/2217","Binding of antagonist to glucocorticoid hormone receptor"
"https://identifiers.org/aop.events/2218","Binding of (ant)agonist to liver X receptor"
"https://identifiers.org/aop.events/2219","Binding of (ant)agonist to peroxisome proliferator–activated receptor alpha"
"https://identifiers.org/aop.events/2232","Antagonism, Retinoic acid receptors"
"https://identifiers.org/aop.events/2226","Stressor binding PPAR isoforms"
"https://identifiers.org/aop.events/2278","Increased LMNA Mutation"
"https://identifiers.org/aop.events/2282","Cardiac ion channels blockade"
"https://identifiers.org/aop.events/1541","Mitochondrial Complex I inhibition"
"https://identifiers.org/aop.events/2293","Aromatase, induction"
"https://identifiers.org/aop.events/2288","Phosphodiesterase inhibition"
"https://identifiers.org/aop.events/2290","Inhibition of Funny current (If)"
"https://identifiers.org/aop.events/2295","HCN Channel Inhibition"
